GEOID,NAME,HH,POP,HH_Occ,GQ_Inst,GQ_Non
530110413252014,"Block 2014, Block Group 2, Census Tract 413.25, Clark County, Washington",14,26,14,0,0
530110413252015,"Block 2015, Block Group 2, Census Tract 413.25, Clark County, Washington",23,87,23,0,0
530110413252017,"Block 2017, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252018,"Block 2018, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252020,"Block 2020, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252021,"Block 2021, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252022,"Block 2022, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252023,"Block 2023, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252024,"Block 2024, Block Group 2, Census Tract 413.25, Clark County, Washington",8,19,8,0,0
530110413252025,"Block 2025, Block Group 2, Census Tract 413.25, Clark County, Washington",8,26,8,0,0
530110413252026,"Block 2026, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252027,"Block 2027, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252028,"Block 2028, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252029,"Block 2029, Block Group 2, Census Tract 413.25, Clark County, Washington",1,6,1,0,0
530110413252030,"Block 2030, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252031,"Block 2031, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252032,"Block 2032, Block Group 2, Census Tract 413.25, Clark County, Washington",4,23,4,0,0
530110413252033,"Block 2033, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252035,"Block 2035, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252036,"Block 2036, Block Group 2, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413252038,"Block 2038, Block Group 2, Census Tract 413.25, Clark County, Washington",10,16,10,0,0
530110413253000,"Block 3000, Block Group 3, Census Tract 413.25, Clark County, Washington",43,132,43,0,0
530110413253001,"Block 3001, Block Group 3, Census Tract 413.25, Clark County, Washington",39,108,38,0,0
530110413253003,"Block 3003, Block Group 3, Census Tract 413.25, Clark County, Washington",40,122,40,0,0
530110413253004,"Block 3004, Block Group 3, Census Tract 413.25, Clark County, Washington",20,68,20,0,0
530110413253006,"Block 3006, Block Group 3, Census Tract 413.25, Clark County, Washington",44,145,44,0,0
530110413253007,"Block 3007, Block Group 3, Census Tract 413.25, Clark County, Washington",15,62,14,0,0
530110413253009,"Block 3009, Block Group 3, Census Tract 413.25, Clark County, Washington",10,31,10,0,0
530110413253010,"Block 3010, Block Group 3, Census Tract 413.25, Clark County, Washington",55,137,52,0,0
530110408032013,"Block 2013, Block Group 2, Census Tract 408.03, Clark County, Washington",19,54,16,0,0
530110408032015,"Block 2015, Block Group 2, Census Tract 408.03, Clark County, Washington",30,73,30,0,0
530110408032016,"Block 2016, Block Group 2, Census Tract 408.03, Clark County, Washington",45,120,43,0,0
530110408032017,"Block 2017, Block Group 2, Census Tract 408.03, Clark County, Washington",18,43,18,0,0
530110408032018,"Block 2018, Block Group 2, Census Tract 408.03, Clark County, Washington",16,42,16,0,0
530110408032019,"Block 2019, Block Group 2, Census Tract 408.03, Clark County, Washington",34,87,34,0,0
530110408032020,"Block 2020, Block Group 2, Census Tract 408.03, Clark County, Washington",27,59,27,0,0
530110408032021,"Block 2021, Block Group 2, Census Tract 408.03, Clark County, Washington",67,138,67,0,0
530110408032022,"Block 2022, Block Group 2, Census Tract 408.03, Clark County, Washington",14,27,14,0,0
530110408032024,"Block 2024, Block Group 2, Census Tract 408.03, Clark County, Washington",8,32,8,0,0
530110408032025,"Block 2025, Block Group 2, Census Tract 408.03, Clark County, Washington",24,64,24,0,0
530110408033000,"Block 3000, Block Group 3, Census Tract 408.03, Clark County, Washington",136,352,136,0,0
530110408033001,"Block 3001, Block Group 3, Census Tract 408.03, Clark County, Washington",13,55,13,0,0
530110408033003,"Block 3003, Block Group 3, Census Tract 408.03, Clark County, Washington",11,33,11,0,0
530110408033004,"Block 3004, Block Group 3, Census Tract 408.03, Clark County, Washington",12,37,12,0,0
530110408033006,"Block 3006, Block Group 3, Census Tract 408.03, Clark County, Washington",27,60,27,0,0
530110408033007,"Block 3007, Block Group 3, Census Tract 408.03, Clark County, Washington",57,156,57,0,0
530110408033008,"Block 3008, Block Group 3, Census Tract 408.03, Clark County, Washington",30,94,30,0,0
530110408034000,"Block 4000, Block Group 4, Census Tract 408.03, Clark County, Washington",0,0,0,0,0
530110408034001,"Block 4001, Block Group 4, Census Tract 408.03, Clark County, Washington",85,231,85,0,3
530110408034003,"Block 4003, Block Group 4, Census Tract 408.03, Clark County, Washington",47,128,45,0,0
530110408034004,"Block 4004, Block Group 4, Census Tract 408.03, Clark County, Washington",2,10,2,0,0
530110413253011,"Block 3011, Block Group 3, Census Tract 413.25, Clark County, Washington",19,45,19,0,0
530110413253013,"Block 3013, Block Group 3, Census Tract 413.25, Clark County, Washington",17,44,17,0,0
530110413253014,"Block 3014, Block Group 3, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413253016,"Block 3016, Block Group 3, Census Tract 413.25, Clark County, Washington",3,15,3,0,0
530110413253017,"Block 3017, Block Group 3, Census Tract 413.25, Clark County, Washington",0,0,0,0,0
530110413253019,"Block 3019, Block Group 3, Census Tract 413.25, Clark County, Washington",4,17,3,0,0
530110413253020,"Block 3020, Block Group 3, Census Tract 413.25, Clark County, Washington",42,139,42,0,0
530110413253021,"Block 3021, Block Group 3, Census Tract 413.25, Clark County, Washington",14,52,14,0,0
530110413261000,"Block 1000, Block Group 1, Census Tract 413.26, Clark County, Washington",0,0,0,0,0
530110413261001,"Block 1001, Block Group 1, Census Tract 413.26, Clark County, Washington",13,37,13,0,0
530110413261003,"Block 1003, Block Group 1, Census Tract 413.26, Clark County, Washington",0,0,0,0,0
530110413261004,"Block 1004, Block Group 1, Census Tract 413.26, Clark County, Washington",0,0,0,0,0
530110413261006,"Block 1006, Block Group 1, Census Tract 413.26, Clark County, Washington",71,214,71,0,1
530110413261007,"Block 1007, Block Group 1, Census Tract 413.26, Clark County, Washington",33,112,32,0,0
530110413261009,"Block 1009, Block Group 1, Census Tract 413.26, Clark County, Washington",74,213,74,0,0
530110413261010,"Block 1010, Block Group 1, Census Tract 413.26, Clark County, Washington",94,271,94,0,0
530110413261011,"Block 1011, Block Group 1, Census Tract 413.26, Clark County, Washington",25,99,25,0,9
530110413261012,"Block 1012, Block Group 1, Census Tract 413.26, Clark County, Washington",20,66,11,0,0
530110413261013,"Block 1013, Block Group 1, Census Tract 413.26, Clark County, Washington",47,163,47,0,7
530110413261014,"Block 1014, Block Group 1, Census Tract 413.26, Clark County, Washington",9,39,9,0,0
530110413261015,"Block 1015, Block Group 1, Census Tract 413.26, Clark County, Washington",8,30,8,0,0
530110413261016,"Block 1016, Block Group 1, Census Tract 413.26, Clark County, Washington",152,408,145,0,0
530110413261017,"Block 1017, Block Group 1, Census Tract 413.26, Clark County, Washington",14,52,14,0,0
530110413261018,"Block 1018, Block Group 1, Census Tract 413.26, Clark County, Washington",11,36,11,0,0
530110413261019,"Block 1019, Block Group 1, Census Tract 413.26, Clark County, Washington",11,62,11,0,0
530110413261020,"Block 1020, Block Group 1, Census Tract 413.26, Clark County, Washington",6,20,3,0,0
530110413261021,"Block 1021, Block Group 1, Census Tract 413.26, Clark County, Washington",38,118,38,0,0
530110413261022,"Block 1022, Block Group 1, Census Tract 413.26, Clark County, Washington",20,65,20,0,0
530110413261024,"Block 1024, Block Group 1, Census Tract 413.26, Clark County, Washington",26,77,26,0,0
530110413261025,"Block 1025, Block Group 1, Census Tract 413.26, Clark County, Washington",22,63,22,0,0
530110413261027,"Block 1027, Block Group 1, Census Tract 413.26, Clark County, Washington",22,62,22,0,0
530110413261028,"Block 1028, Block Group 1, Census Tract 413.26, Clark County, Washington",19,40,19,0,0
530110413261029,"Block 1029, Block Group 1, Census Tract 413.26, Clark County, Washington",14,37,14,0,0
530110413261031,"Block 1031, Block Group 1, Census Tract 413.26, Clark County, Washington",14,37,14,0,0
530110413261032,"Block 1032, Block Group 1, Census Tract 413.26, Clark County, Washington",11,48,11,0,0
530110413281001,"Block 1001, Block Group 1, Census Tract 413.28, Clark County, Washington",14,34,14,0,0
530110413281002,"Block 1002, Block Group 1, Census Tract 413.28, Clark County, Washington",98,171,96,0,0
530110413283004,"Block 3004, Block Group 3, Census Tract 413.28, Clark County, Washington",0,0,0,0,0
530110413283005,"Block 3005, Block Group 3, Census Tract 413.28, Clark County, Washington",125,210,120,0,0
530110413283007,"Block 3007, Block Group 3, Census Tract 413.28, Clark County, Washington",24,95,24,0,0
530110413283008,"Block 3008, Block Group 3, Census Tract 413.28, Clark County, Washington",13,36,13,0,0
530110413283010,"Block 3010, Block Group 3, Census Tract 413.28, Clark County, Washington",17,42,17,0,0
530110413283011,"Block 3011, Block Group 3, Census Tract 413.28, Clark County, Washington",10,24,10,0,0
530110413283012,"Block 3012, Block Group 3, Census Tract 413.28, Clark County, Washington",0,0,0,0,0
530110413283014,"Block 3014, Block Group 3, Census Tract 413.28, Clark County, Washington",31,84,31,0,0
530110413283015,"Block 3015, Block Group 3, Census Tract 413.28, Clark County, Washington",25,75,25,0,0
530110413283017,"Block 3017, Block Group 3, Census Tract 413.28, Clark County, Washington",12,27,12,0,0
530110413283018,"Block 3018, Block Group 3, Census Tract 413.28, Clark County, Washington",0,0,0,0,0
530110413284001,"Block 4001, Block Group 4, Census Tract 413.28, Clark County, Washington",54,167,54,0,0
530110413284002,"Block 4002, Block Group 4, Census Tract 413.28, Clark County, Washington",20,49,20,0,0
530110413284003,"Block 4003, Block Group 4, Census Tract 413.28, Clark County, Washington",12,59,12,0,0
530110413284005,"Block 4005, Block Group 4, Census Tract 413.28, Clark County, Washington",26,66,26,0,0
530110413284006,"Block 4006, Block Group 4, Census Tract 413.28, Clark County, Washington",14,50,14,0,0
530110413284008,"Block 4008, Block Group 4, Census Tract 413.28, Clark County, Washington",12,44,12,0,0
530110413284009,"Block 4009, Block Group 4, Census Tract 413.28, Clark County, Washington",55,177,55,0,0
530110413284010,"Block 4010, Block Group 4, Census Tract 413.28, Clark County, Washington",14,54,14,0,0
530110413284011,"Block 4011, Block Group 4, Census Tract 413.28, Clark County, Washington",16,44,16,0,0
530110413284012,"Block 4012, Block Group 4, Census Tract 413.28, Clark County, Washington",10,19,10,0,0
530110413284013,"Block 4013, Block Group 4, Census Tract 413.28, Clark County, Washington",32,50,32,0,0
530110413284014,"Block 4014, Block Group 4, Census Tract 413.28, Clark County, Washington",27,66,27,0,0
530110413284015,"Block 4015, Block Group 4, Census Tract 413.28, Clark County, Washington",23,53,23,0,0
530110413284016,"Block 4016, Block Group 4, Census Tract 413.28, Clark County, Washington",15,47,15,0,0
530110413284017,"Block 4017, Block Group 4, Census Tract 413.28, Clark County, Washington",8,25,8,0,0
530110408034006,"Block 4006, Block Group 4, Census Tract 408.03, Clark County, Washington",55,136,55,0,0
530110408034007,"Block 4007, Block Group 4, Census Tract 408.03, Clark County, Washington",42,118,42,0,0
530110408034008,"Block 4008, Block Group 4, Census Tract 408.03, Clark County, Washington",45,119,45,0,0
530110408034010,"Block 4010, Block Group 4, Census Tract 408.03, Clark County, Washington",10,23,10,0,0
530110408061000,"Block 1000, Block Group 1, Census Tract 408.06, Clark County, Washington",92,201,85,0,0
530110408061002,"Block 1002, Block Group 1, Census Tract 408.06, Clark County, Washington",3,14,3,0,0
530110408061003,"Block 1003, Block Group 1, Census Tract 408.06, Clark County, Washington",7,28,4,0,0
530110408061005,"Block 1005, Block Group 1, Census Tract 408.06, Clark County, Washington",22,99,21,0,0
530110408061006,"Block 1006, Block Group 1, Census Tract 408.06, Clark County, Washington",7,20,7,0,0
530110408061007,"Block 1007, Block Group 1, Census Tract 408.06, Clark County, Washington",8,31,8,0,0
530110408061009,"Block 1009, Block Group 1, Census Tract 408.06, Clark County, Washington",6,28,6,0,0
530110408061010,"Block 1010, Block Group 1, Census Tract 408.06, Clark County, Washington",24,66,24,0,0
530110408061011,"Block 1011, Block Group 1, Census Tract 408.06, Clark County, Washington",10,28,10,0,0
530110408061012,"Block 1012, Block Group 1, Census Tract 408.06, Clark County, Washington",97,240,97,0,0
530110408061013,"Block 1013, Block Group 1, Census Tract 408.06, Clark County, Washington",27,89,27,1,0
530110408061014,"Block 1014, Block Group 1, Census Tract 408.06, Clark County, Washington",27,81,27,0,0
530110408061015,"Block 1015, Block Group 1, Census Tract 408.06, Clark County, Washington",4,19,4,0,0
530110408061016,"Block 1016, Block Group 1, Census Tract 408.06, Clark County, Washington",1,9,1,0,0
530110408061017,"Block 1017, Block Group 1, Census Tract 408.06, Clark County, Washington",6,21,6,0,0
530110408061018,"Block 1018, Block Group 1, Census Tract 408.06, Clark County, Washington",17,45,17,0,0
530110408061019,"Block 1019, Block Group 1, Census Tract 408.06, Clark County, Washington",14,38,14,0,0
530110408061020,"Block 1020, Block Group 1, Census Tract 408.06, Clark County, Washington",14,57,7,0,0
530110408061021,"Block 1021, Block Group 1, Census Tract 408.06, Clark County, Washington",21,68,21,0,0
530110408062000,"Block 2000, Block Group 2, Census Tract 408.06, Clark County, Washington",29,109,29,0,5
530110408062001,"Block 2001, Block Group 2, Census Tract 408.06, Clark County, Washington",10,48,10,0,0
530110408062002,"Block 2002, Block Group 2, Census Tract 408.06, Clark County, Washington",17,43,17,0,0
530110408062004,"Block 2004, Block Group 2, Census Tract 408.06, Clark County, Washington",5,19,5,0,0
530110408062005,"Block 2005, Block Group 2, Census Tract 408.06, Clark County, Washington",3,12,3,0,0
530110408062007,"Block 2007, Block Group 2, Census Tract 408.06, Clark County, Washington",14,34,14,0,0
530110408062008,"Block 2008, Block Group 2, Census Tract 408.06, Clark County, Washington",25,76,25,0,0
530110408062009,"Block 2009, Block Group 2, Census Tract 408.06, Clark County, Washington",3,12,3,0,0
530110408062011,"Block 2011, Block Group 2, Census Tract 408.06, Clark County, Washington",9,30,9,0,0
530110408062012,"Block 2012, Block Group 2, Census Tract 408.06, Clark County, Washington",14,39,14,0,0
530110408062014,"Block 2014, Block Group 2, Census Tract 408.06, Clark County, Washington",4,15,4,0,0
530110408062015,"Block 2015, Block Group 2, Census Tract 408.06, Clark County, Washington",7,30,7,0,0
